UE ID,Position,Tile,Active,Inner Region,BS ID,Moving,Generator,Cluster
234,"(12.319825507807543, 3.3618271590735)",173398,True,False,752290019.0,True,,4
235,"(12.327500800535784, 3.3447226860755057)",167919,True,True,752291450.0,True,,4
236,"(6.833404745129907, 4.7496279493398195)",113141,True,False,752291993.0,True,,1
237,"(12.32198899217552, 3.362466142267506)",173398,True,False,752290019.0,True,,4
238,"(12.30555077603156, 3.349657471262098)",17663,True,False,752291954.0,True,,4
239,"(14.902003351302763, 7.792913277626231)",216546,True,False,752290315.0,True,,2
240,"(12.326251787432128, 3.3443765685062385)",195741,True,False,752291450.0,True,,4
241,"(5.47627617102685, 7.228940724875625)",61917,True,False,752291981.0,True,,3
242,"(5.868476999273432, 2.2436162190425337)",193275,True,False,752292447.0,True,,0
243,"(6.836485614239832, 4.737100533548679)",3204,True,True,752290370.0,True,,1
244,"(6.834018866405372, 4.73151655362851)",54874,True,False,752290495.0,True,,1
245,"(5.479823032720946, 7.216477366120694)",16512,True,False,752291522.0,True,,3
246,"(14.906638004462053, 7.807284865750911)",196352,True,True,752290098.0,True,,2
247,"(14.909034612820335, 7.799370589004302)",190192,True,False,752292175.0,True,,2
248,"(5.875640516947867, 2.241638080128883)",204821,True,False,752290328.0,True,,0
249,"(6.848866310659069, 4.745411400318694)",1134,True,False,752290370.0,True,,1
250,"(6.849145462525311, 4.741900144958453)",126117,True,False,752291953.0,True,,1
251,"(14.895586037545531, 7.802013710309488)",177302,True,False,752290363.0,True,,2
252,"(12.326610560355018, 3.3524866828270623)",39300,True,True,942290048.0,True,,4
253,"(5.8818954180049055, 2.240785240815717)",163438,True,False,752292370.0,True,,0
254,"(5.466313905883841, 7.217173385916385)",21310,True,False,752291970.0,True,,3
255,"(6.8560343670099755, 4.740776154281516)",45840,True,False,752291437.0,True,,1
256,"(5.466395678247873, 7.223660614329771)",119741,True,False,752291259.0,True,,3
257,"(14.91440692763968, 7.8012446121957515)",164380,True,False,752292174.0,True,,2
258,"(5.465958523065637, 7.207514297557447)",36906,True,False,752291214.0,True,,3
259,"(12.305763870323762, 3.3505538139687556)",46815,True,True,752291153.0,True,,4
260,"(12.311423073147, 3.346361985063663)",51657,True,True,752292714.0,True,,4
261,"(6.843456626142089, 4.73428536440523)",60270,True,False,752290347.0,True,,1
262,"(5.467976056529533, 7.212609500796555)",57223,True,False,752290440.0,True,,3
263,"(6.834692563641343, 4.741800598511456)",99533,True,False,752291889.0,True,,1
264,"(12.316803432651165, 3.3513966983186645)",164437,True,False,752291450.0,True,,4
265,"(5.457720619956953, 7.2187767729304415)",110279,True,False,752291913.0,True,,3
266,"(5.881775883747381, 2.259372141600545)",195283,True,False,752291650.0,True,,0
267,"(5.875207168905718, 2.2613473087016716)",180952,True,False,752292421.0,True,,0
268,"(5.462149305492294, 7.2183242445130835)",32024,True,False,752292277.0,True,,3
269,"(5.463944191177594, 7.222098420899101)",12386,True,True,752292041.0,True,,3
270,"(5.861669835728319, 2.2429476366672074)",221146,True,False,752290328.0,True,,0
271,"(6.840093580076998, 4.741197359842064)",20220,True,False,752291146.0,True,,1
272,"(5.4817723761841854, 7.220686497159882)",37528,True,False,752290427.0,True,,3
273,"(5.473172839434656, 7.229987593085871)",5619,True,False,752291522.0,True,,3
274,"(5.864493180691855, 2.244660055481682)",158038,True,False,752291515.0,True,,0
275,"(6.8373743023661895, 4.749051042067499)",146482,True,False,752292043.0,True,,1
276,"(5.865960572663563, 2.252930539769362)",248931,True,True,752292421.0,True,,0
277,"(14.897038160009794, 7.791852873549564)",223428,True,False,752290354.0,True,,2
278,"(5.466350451955464, 7.21116941038673)",103466,True,False,752290042.0,True,,3
279,"(6.857213755651154, 4.7361568130153175)",93619,True,False,752290258.0,True,,1
280,"(5.4640703735856, 7.2170755726599545)",74884,True,False,752292168.0,True,,3
281,"(6.853279515591185, 4.749921378672112)",38546,True,False,752292057.0,True,,1
282,"(6.857123170128604, 4.736664728506751)",34941,True,False,752290494.0,True,,1
283,"(5.473125883543733, 7.207120399877834)",33479,True,False,752290458.0,True,,3
284,"(6.85112236025253, 4.733816950353352)",28889,True,True,752290052.0,True,,1
285,"(5.478335021881511, 7.208908048468336)",60733,True,False,752291443.0,True,,3
286,"(12.315315722250824, 3.3415104243274456)",77339,True,False,752291166.0,True,,4
287,"(14.915744299718725, 7.808101776194143)",242455,True,False,752290280.0,True,,2
288,"(12.323324497786, 3.3513428639337626)",145499,True,True,752292071.0,True,,4
289,"(5.8588936811730115, 2.248096582188534)",249109,True,False,752290181.0,True,,0
290,"(5.4795168202353, 7.230741562172213)",93844,True,True,752291215.0,True,,3
291,"(6.847841225441981, 4.745717789499123)",115188,True,False,752292099.0,True,,1
292,"(5.48175301136514, 7.227243453752262)",81841,True,False,752292218.0,True,,3
293,"(12.32378918897787, 3.3599217470886416)",46230,True,True,752291954.0,True,,4
294,"(5.46054682966084, 7.22465987522272)",36224,True,False,752291214.0,True,,3
295,"(5.864348994087699, 2.253705513513853)",238247,True,False,752290181.0,True,,0
296,"(5.882818599166672, 2.251481132617119)",248906,True,True,752292421.0,True,,0
297,"(6.850749342723055, 4.733276029476913)",11382,True,False,752291146.0,True,,1
298,"(12.311194926381523, 3.339415538645058)",38028,True,False,752292714.0,True,,4
299,"(12.326047685196775, 3.358324248377024)",106634,True,True,752290381.0,True,,4
300,"(5.462083473777541, 7.229433895031601)",47103,True,False,752290085.0,True,,3
301,"(12.30594784218091, 3.3568500568999453)",91688,True,True,752292018.0,True,,4
302,"(5.46491558965372, 7.215175598568966)",32671,True,True,752292277.0,True,,3
303,"(12.303767124977044, 3.3400008577803852)",114904,True,False,752292071.0,True,,4
304,"(12.316412124250268, 3.3417078167807763)",68560,True,True,752291974.0,True,,4
305,"(6.853439464672082, 4.738621021772115)",88692,True,False,752292047.0,True,,1
306,"(5.479941773910208, 7.207336475911683)",23889,True,True,752292372.0,True,,3
307,"(6.837630563353041, 4.741660002471599)",107792,True,False,752290444.0,True,,1
308,"(14.899970308083766, 7.79691035112735)",247993,True,False,752291459.0,True,,2
309,"(12.327374956322446, 3.3616526617161244)",82901,True,False,752292071.0,True,,4
310,"(14.91452659593432, 7.793965746842462)",220755,True,False,752291531.0,True,,2
311,"(5.868831496868345, 2.2477458559411625)",212320,True,False,752290328.0,True,,0
312,"(12.31951184404152, 3.3408996053208257)",240024,True,False,752290217.0,True,,4
313,"(14.905522066007666, 7.807364147851703)",198859,True,False,752290362.0,True,,2
314,"(12.311387424705499, 3.348599955997519)",165903,True,True,752292071.0,True,,4
315,"(5.877813096362381, 2.240339290603803)",215719,True,False,752290328.0,True,,0
316,"(5.461849595299426, 7.217554005806177)",19170,True,False,752292372.0,True,,3
317,"(5.4745184806950915, 7.223194853293209)",116493,True,False,752290436.0,True,,3
318,"(12.31528853915604, 3.3435294529000292)",249529,True,False,752292397.0,True,,4
319,"(12.317704334330253, 3.3502011472475983)",193663,True,False,752291447.0,True,,4
320,"(14.902055892565397, 7.790524099535798)",242579,True,True,752291459.0,True,,2
321,"(14.89784010410924, 7.8120717444082795)",196205,True,False,752292223.0,True,,2
322,"(5.882183628751887, 2.2489877144622357)",220366,True,True,752292421.0,True,,0
323,"(5.866031884036012, 2.2628914702225273)",177737,True,False,752292006.0,True,,0
324,"(14.905224107937242, 7.80991257213442)",191368,True,False,752290481.0,True,,2
325,"(6.853805253649851, 4.752273923006754)",131618,True,False,752290167.0,True,,1
326,"(14.90603827233602, 7.813116593365028)",232928,True,True,752290280.0,True,,2
327,"(14.914874485655174, 7.80159874202248)",207710,True,False,752291218.0,True,,2
328,"(14.900102984402162, 7.80456826065586)",212491,True,False,752291469.0,True,,2
329,"(12.326948967345144, 3.3627117617904982)",169280,True,True,752291450.0,True,,4
330,"(12.317403392143822, 3.3554156144496314)",76818,True,False,752292071.0,True,,4
331,"(5.4737357383915155, 7.2290062498523575)",9040,True,False,752291522.0,True,,3
332,"(14.90901832580799, 7.801985418279736)",235836,True,True,752291269.0,True,,2
333,"(12.306711454954666, 3.344889962020872)",147417,True,False,752290275.0,True,,4
334,"(6.850926520952874, 4.728237297419086)",75202,True,False,752290425.0,True,,1
335,"(6.835588844421326, 4.730003574923273)",37726,True,False,752290195.0,True,,1
336,"(5.881586337471464, 2.2545881208066776)",208849,True,False,752292421.0,True,,0
337,"(14.91270321429363, 7.7941097540168425)",210617,True,False,752291269.0,True,,2
338,"(14.900506429531854, 7.806685949906382)",205038,True,False,752290279.0,True,,2
339,"(14.898313230400943, 7.800522659589311)",162247,True,False,752292112.0,True,,2
340,"(6.8347516689845245, 4.737672599162796)",92224,True,False,752291705.0,True,,1
341,"(12.32578442836537, 3.356786029122261)",76687,True,False,752291974.0,True,,4
